# LIFE_ETHICS V4 targeted false-negative recovery (human semantic judgments on candidates found via existing metadata/keywords; keywords never decide)
# fields: short_id|R(RESTORE)/D(REMAIN_DROP)|target_area|philosophers(;)|evidence_profile|reuse_scope F/P/-|core_content|usable_content|rationale|review_reasons(;)|search_round(1=initial targeted,2=coverage-gap search)
2020_JUNE_Q02|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2021_CSAT_Q08|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2021_SEPTEMBER_Q14|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2022_JUNE_Q02|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2022_SEPTEMBER_Q05|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2023_SEPTEMBER_Q19|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2024_SEPTEMBER_Q06|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2024_SEPTEMBER_Q12|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2025_CSAT_Q17|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2026_CSAT_Q03|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2027_SEPTEMBER_Q03|D|HAPPINESS|-|D_OFFTOPIC|-|행복이 부수적 단어로만 등장하는 문항(거주 철학·소비 기호·유전자 치료·자연법과 연명 의료·공리주의 기부 사례·내부 고발·배려 윤리·부부 윤리·위해의 원칙·국가론·유전자 강화·기술 철학·사랑의 기술·선의지·예술론)|-|'행복' 키워드 오탐. 행복의 의미·기준·조건(1-02) 또는 28예시 Q1의 행복관과 실질적으로 연결되지 않으며 지정 영역(A~H)의 핵심 내용도 없음.||1
2019_SEPTEMBER_Q14|D|HAPPINESS|공자;장자;불교|D_OFFTOPIC|-|동양 사상의 죽음관(운명·기의 취산·윤회·살신성인)|-|죽음관 비교로 행복의 의미·조건과 실질 연결이 약하고 4개 자료에 근거 없음.||1
2020_JUNE_Q03|D|HAPPINESS|공자;장자;불교|D_OFFTOPIC|-|동양 사상의 죽음관(운명·기의 취산·윤회·살신성인)|-|죽음관 비교로 행복의 의미·조건과 실질 연결이 약하고 4개 자료에 근거 없음.||1
2020_SEPTEMBER_Q18|D|HAPPINESS|공자;장자;불교|D_OFFTOPIC|-|동양 사상의 죽음관(운명·기의 취산·윤회·살신성인)|-|죽음관 비교로 행복의 의미·조건과 실질 연결이 약하고 4개 자료에 근거 없음.||1
2014_SEPTEMBER_Q07|R|ENVIRONMENT|싱어;슈바이처|ENV_SPECTRUM|P|싱어 동물 중심(고통의 평등 고려) vs 슈바이처 생명 외경(살려고 하는 모든 존재의 생명 존중)|동물·생명에 대한 직접적 의무, 도덕적 고려 범위 보기|탈인간 중심 자연관(1-03-02 '자연에 대한 인간의 다양한 관점') 원천으로 슈바이처 관점이 유일하게 포함된 문항. 인간 중심 vs 생태 중심 양극은 아니므로 PARTIAL.|COVERAGE_GAP(슈바이처) 추가 검색으로 발견|2
2020_CSAT_Q19|R|ENVIRONMENT|베이컨;하이데거|ENV_CORE|P|베이컨(자연을 인간 의도에 맞게 변형·지배하는 과학) vs 하이데거(현대 기술 본질에 대한 성찰)|자연에 대한 인간의 지배권은 기술과 학문에 달려 있다는 베이컨 제시문|28예시 Q4 갑(베이컨)과 같은 인간 중심 자연 지배관의 원천. 기술 철학 측 비중으로 PARTIAL.|COVERAGE_GAP(베이컨) 추가 검색으로 발견|2
2015_SEPTEMBER_Q11|R|ENVIRONMENT|노자;유교|ENV_EAST|P|도가(천지불인, 인위 없는 자연)와 유교(하늘이 부여한 본성, 덕의 근원으로서의 하늘) 자연관 비교|동양 자연관 비교 선지(기계론·목적론·연기적 관점과의 대비)|1-03-02 '자연에 대한 인간의 다양한 관점' 원천. 공식 문구는 인간·생태 중심 중심이라 PARTIAL.|COVERAGE_GAP(동양 자연관) 추가 검색으로 발견|2
2017_CSAT_Q17|R|ENVIRONMENT|베버;요나스|ENV_SUSTAIN|P|베버의 심정 윤리·책임 윤리와 요나스의 인류 존속에 대한 책임(정언명령)|인류 존속이라는 무조건적 명령, 자연에 대한 예방적 책임 선지|미래 세대·지속가능성(2-05)과 생태시민(1-03-03) 원천. PARTIAL.||2
2016_JUNE_Q20|R|CULTURE|헌팅턴;뮐러|CULT_CONFLICT|P|문명 충돌론(문명의 이질성·핵심국) vs 문명 공존론(관용·소통·교류)|분쟁 원인(이질성 vs 소통 단절)과 교류를 통한 문명 발전 선지|2016_CSAT_Q18과 같은 근거로 국제 갈등의 원인과 교류·협력(2-04-02) 원천. PARTIAL.|V4 DROP 문항;추가 검색에서 발견|2
2014_CSAT_Q16|R|HAPPINESS|노자;공자|HAP_EAST|P|노자의 무위자연·상선약수(물처럼 다투지 않고 무욕의 소박한 삶)와 유교 수기안인 비교|바람직한 삶의 태도(무욕·소박한 삶, 인위적 가치의 거부) 선지|1-02-01은 행복의 기준·의미를 고전을 통해 다양한 관점으로 다루도록 하고 28예시 Q1과 예시문항 안내 Q1 해설이 사상가의 행복관을 직접 평가함. '행복' 대신 '바람직한 삶'을 다루므로 PARTIAL.|COVERAGE_GAP(노자) 추가 검색으로 발견;행복 단어는 없음|2
2015_CSAT_Q03|R|HAPPINESS|노자;공자|HAP_EAST|P|노자의 무위자연·상선약수(물처럼 다투지 않고 무욕의 소박한 삶)와 유교 수기안인 비교|바람직한 삶의 태도(무욕·소박한 삶, 인위적 가치의 거부) 선지|1-02-01은 행복의 기준·의미를 고전을 통해 다양한 관점으로 다루도록 하고 28예시 Q1과 예시문항 안내 Q1 해설이 사상가의 행복관을 직접 평가함. '행복' 대신 '바람직한 삶'을 다루므로 PARTIAL.|COVERAGE_GAP(노자) 추가 검색으로 발견;행복 단어는 없음|2
2021_JUNE_Q02|R|HAPPINESS|노자;공자|HAP_EAST|P|노자의 무위자연·상선약수(물처럼 다투지 않고 무욕의 소박한 삶)와 유교 수기안인 비교|바람직한 삶의 태도(무욕·소박한 삶, 인위적 가치의 거부) 선지|1-02-01은 행복의 기준·의미를 고전을 통해 다양한 관점으로 다루도록 하고 28예시 Q1과 예시문항 안내 Q1 해설이 사상가의 행복관을 직접 평가함. '행복' 대신 '바람직한 삶'을 다루므로 PARTIAL.|COVERAGE_GAP(노자) 추가 검색으로 발견;행복 단어는 없음|2
2014_JUNE_Q12|R|HAPPINESS|공자;석가모니;노자|HAP_EAST|P|유교(수기치인)·불교(삼독 제거, 중생 제도)·도가(무위자연, 상선약수)의 이상적 인간상|동양 사상별 이상적 삶의 모습 비교 질문|행복한 삶의 기준을 사상가 관점으로 다루는 1-02-01과 28예시 Q1 원천. 이상적 인간상 중심이라 PARTIAL.|COVERAGE_GAP(공자·석가모니) 추가 검색으로 발견|2
2022_JUNE_Q14|D|CULTURE|-|D_OFFTOPIC|-|심폐사 vs 뇌사 죽음 판정 기준|-|추가 검색 키워드(야채) 오탐. 생명 윤리 문항.||2
2016_SEPTEMBER_Q04|D|CULTURE|퍼트넘|D_OFFTOPIC|-|사회적 자본과 부패 방지|-|'관용' 키워드 오탐. 사회적 자본 이론으로 문화 다양성과 무관.||2
2019_SEPTEMBER_Q16|D|CULTURE|로크;큉|D_RELIGION|-|종교적 관용(로크)·종교 간 대화와 세계 윤리(큉)|-|종교 철학은 자동 복구하지 않음. [별책7]에서 종교는 문화권 요인일 뿐이며 28예시·최소 성취수준 어디에도 종교적 관용·종교 간 대화 학습 내용 근거 없음(V4 판정 유지).||2
2024_CSAT_Q20|D|CULTURE|로크;큉|D_RELIGION|-|종교적 관용(로크)·종교 간 대화와 세계 윤리(큉)|-|종교 철학은 자동 복구하지 않음. [별책7]에서 종교는 문화권 요인일 뿐이며 28예시·최소 성취수준 어디에도 종교적 관용·종교 간 대화 학습 내용 근거 없음(V4 판정 유지).||2
2025_CSAT_Q13|D|CULTURE|포퍼|D_OFFTOPIC|-|비판적 합리주의와 반증 가능성|-|과학 철학 문항으로 문화 상대주의와 무관.||2
2015_CSAT_Q19|D|JUSTICE|니부어|D_OFFTOPIC|-|니부어 사회 윤리(집단 이기주의, 정치적 강제력)|-|추가 검색 키워드(맹목적) 오탐. 지정 영역 밖.||2
2016_SEPTEMBER_Q06|D|JUSTICE|니부어|D_OFFTOPIC|-|니부어 사회 윤리(집단 이기주의, 정치적 강제력)|-|추가 검색 키워드(맹목적) 오탐. 지정 영역 밖.||2
2016_SEPTEMBER_Q12|D|HAPPINESS|-|D_OFFTOPIC|-|종교와 과학의 관계·윤리학 성격·유전 정보 권리·장기 매매|-|추가 검색 키워드 오탐. 지정 영역 밖.||2
2017_SEPTEMBER_Q01|D|HAPPINESS|-|D_OFFTOPIC|-|종교와 과학의 관계·윤리학 성격·유전 정보 권리·장기 매매|-|추가 검색 키워드 오탐. 지정 영역 밖.||2
2018_JUNE_Q20|D|HAPPINESS|-|D_OFFTOPIC|-|종교와 과학의 관계·윤리학 성격·유전 정보 권리·장기 매매|-|추가 검색 키워드 오탐. 지정 영역 밖.||2
2015_JUNE_Q08|D|HAPPINESS|-|D_OFFTOPIC|-|종교와 과학의 관계·윤리학 성격·유전 정보 권리·장기 매매|-|추가 검색 키워드 오탐. 지정 영역 밖.||2
2023_SEPTEMBER_Q06|D|HAPPINESS|공자;불교;장자;맹자;노자|D_OFFTOPIC|-|동양 사상의 죽음관 또는 인성론·사회 질서론|-|행복의 기준·조건이 아닌 죽음관·인성론으로 4개 자료의 행복 단원과 실질 연결이 약함.||2
2025_SEPTEMBER_Q02|D|HAPPINESS|공자;불교;장자;맹자;노자|D_OFFTOPIC|-|동양 사상의 죽음관 또는 인성론·사회 질서론|-|행복의 기준·조건이 아닌 죽음관·인성론으로 4개 자료의 행복 단원과 실질 연결이 약함.||2
2027_JUNE_Q04|D|HAPPINESS|공자;불교;장자;맹자;노자|D_OFFTOPIC|-|동양 사상의 죽음관 또는 인성론·사회 질서론|-|행복의 기준·조건이 아닌 죽음관·인성론으로 4개 자료의 행복 단원과 실질 연결이 약함.||2
